q_idx,label,gpt_prediction,gemini_prediction
13,"Manajer Manchester United, Louis Van Gaal, memperhitungkan Leicester City -yang akan berhadapan dengan timnya akhir pekan ini- sebagai penantang serius untuk gelar juara Liga Primer Inggris.","Louis van Gaal tidak mengabaikan kemungkinan Leicester menjadi juara Liga Primer musim ini, meskipun mereka finis di posisi 14 musim lalu. Namun, manajer Leicester, Claudio Ranieri, menganggap prediksi tersebut sebagai lelucon dan menyatakan bahwa perjuangan timnya untuk posisi puncak baru akan dimulai musim depan.","Manajer Manchester United, Louis van Gaal, mempertimbangkan kemungkinan Leicester City menjuarai Liga Premier, sementara manajer Leicester Claudio Ranieri menganggap prediksi tersebut sebagai lelucon.
Van Gaal memuji pencetak gol terbanyak Liga Premier, Jamie Vardy, sebagai pemain yang ""sulit"" dihadapi dan menyamai rekor gol Ruud van Nistelrooy yang mencetak gol dalam 10 pertandingan berturut-turut."
14,"Kepala Dana Moneter Internasional, IMF, memperingatkan krisis ekonomi global sudah mulai memukul pertumbuhan di negara-negara perekonomian baru.","Christine Lagarde menyatakan bahwa pemulihan ekonomi global akan berlangsung lambat karena tingkat ketidakpastian yang menghambat pengambil keputusan untuk melakukan investasi dan menciptakan lapangan kerja. Selain itu, pertemuan IMF dan Bank Dunia di Tokyo juga berlangsung di tengah ketegangan antara Cina dan Jepang terkait sengketa kepemilikan kepulauan di Laut Cina Timur.","Pemulihan ekonomi global terhambat oleh ketidakpastian, yang menghambat investasi dan penciptaan lapangan kerja. Ketegangan antara Cina dan Jepang turut mengganggu perekonomian kawasan Asia karena dampaknya pada permintaan ekspor."
15,"Film dokumenter yang menceritakan keluarga korban pembantaian PKI tahun 1965 di Indonesia, Senyap atau The Look of Silence karya Joshua Oppenheimer masuk dalam salah satu film terbaik hasil jajak kritikus Inggris.","Film The Look of Silence berada di urutan 19/20 dalam survei majalah Sight & Sound, bersama dengan film Horse Money.","Film dokumenter ""The Look of Silence"" karya Joshua Oppenheimer masuk dalam jajaran 20 film terbaik pilihan kritikus Sight & Sound, menempati posisi ke-19 bersama ""Horse Money"" karya Pedro Costa. Sutradara Hou Hsiao-Hsien dinobatkan sebagai sutradara terbaik untuk film ""The Assassin"" yang menduduki peringkat pertama dalam daftar tersebut."
16,Para pemimpin Korea Utara dan Korea Selatan mencapai kesepakatan untuk bekerja sama membebaskan semenanjung Korea dari senjata nuklir.,"Kim Jong-un dan Moon Jae-in telah mencapai kesepakatan untuk mendorong langkah-langkah denuklirisasi dan mencapai perjanjian damai yang lebih permanen antara Korea Utara dan Korea Selatan. Meskipun rincian tentang langkah-langkah tersebut belum jelas, banyak analis tetap skeptis tentang niat Korea Utara untuk terlibat dalam dialog.","Pemimpin Korea Utara Kim Jong-un dan Korea Selatan Moon Jae-in telah mencapai kesepakatan untuk berupaya mengubah gencatan senjata Perang Korea menjadi perjanjian damai permanen tahun ini. Keduanya juga berjanji untuk mendorong denuklirisasi Semenanjung Korea, meskipun rinciannya belum dibahas secara eksplisit."
17,"Banyak pekerja di Indonesia menghadapi masa tua yang tidak jelas karena hanya sekitar 10% yang memiliki pensiun, menurut buku yang disusun Bank Pembangunan Asia (ADB).","Buku yang disusun oleh ADB menyebutkan bahwa sebagian besar penduduk Indonesia tidak memiliki pensiun, hanya sekitar 10% dari jumlah penduduk yang memiliki pensiun. Buku tersebut juga menyerukan agar sistem pensiun diperluas lebih dari delapan kali lipat dan mencakup sektor informal.","Di Indonesia, hanya PNS dan pekerja swasta yang menikmati pensiun, yang berjumlah sekitar 10% dari populasi. Sistem pensiun di Malaysia dan Singapura dinilai tidak layak, sementara di Thailand hanya mencakup 27% pekerja sektor swasta."
18,"Sejumlah pengguna media sosial berpartisipasi dalam gerakan #Christians4Ramadan, sebagai bentuk solidaritas umat Kristiani untuk warga Muslim di bulan puasa.","Gerakan #Christians4Ramadan menarik perhatian banyak orang, termasuk Ulil Abshar Abdalla, karena menunjukkan solidaritas antaragama dengan umat Muslim yang sedang berpuasa.","Gerakan #christians4ramadan mendorong umat Kristen untuk berpuasa sebagai bentuk solidaritas dengan umat Muslim selama Ramadan, yang terinspirasi oleh gerakan #Muslims4Lent di mana umat Muslim ikut berpuasa selama Paskah sebagai simbol persatuan antaragama."
19,"Tiga siswi sekolah menengah atas di Yogyakarta tengah mengembangkan alat untuk menyaring sampah di sungai, temuan yang membuahkan medali emas pada lomba inventor muda.","Elizabeth, Nurina Zahra, dan Tri Ayu dari SMA 6 Yogyakarta meraih medali emas dalam lomba inventor muda di Malaysia dengan alat penyaring sampah ""turbine-under-shot waste filter"" yang sedang dikembangkan untuk menyaring sampah di sungai.","Siswi SMA 6 Yogyakarta, Elizabeth, Nurina, dan Tri, meraih medali emas di IEYI Malaysia untuk alat penyaring sampah ramah lingkungan bernama ""turbine-under-shot waste filter"". Alat ini akan dikembangkan lebih lanjut untuk memisahkan sampah organik dan nonorganik."
20,Presiden AS Barack Obama mengatakan AS telah menyimpulkan bahwa pemerintah Suriah melakukan serangan senjata kimia di dekat Damaskus.,"Presiden Obama mengatakan bahwa pemerintah Suriah telah melakukan serangan senjata kimia dan bahwa harus ada konsekuensi internasional. Namun, ia masih mengevaluasi opsi untuk kemungkinan serangan militer dan belum memutuskan langkah yang akan diambil.","Barack Obama menyatakan AS tidak berkepentingan dalam konflik Suriah, namun penggunaan senjata kimia telah mempengaruhi kepentingannya dan mendorong pertimbangan intervensi militer. Meski terdapat desakan dari Inggris dan kritik dari Rusia, PBB belum mengambil keputusan untuk mengakhiri kebuntuan diplomatik mengenai Suriah."
23,"Korea Utara akan menetapkan zona waktu baru yaitu 30 menit lebih cepat dari Korea Selatan dan Jepang, demikian kata media pemerintah Korut.","Pemimpin Korut, Kim-jong Un, bersama pejabatnya mengubah zona waktu negara tersebut sebagai simbol pembebasan dari pendudukan Jepang pada akhir Perang Dunia II. Keputusan ini dapat mengganggu kerja sama ekonomi dengan Korea Selatan dan merupakan perubahan zona waktu kedua setelah Samoa dan Venezuela.","Korea Utara mengganti zona waktunya sebagai simbol pembebasan dari pendudukan Jepang, menjadikan waktu setempat 30 menit lebih cepat dari sebelumnya. Perubahan ini mengikuti langkah serupa oleh Samoa pada 2011 dan Venezuela pada 2007."
24,Presiden Filipina Benigno Aquino menyatakan negara dalam keadaan bencana nasional sebagai tanggapan atas kerusakan akibat Topan Haiyan.,Korban selamat di Tacloban mengalami kelaparan dan kehausan setelah Topan Haiyan menghancurkan kota tersebut. Bantuan sedang diupayakan untuk sampai lebih cepat kepada korban dan mengontrol harga kebutuhan pokok.,"Badai Haiyan yang dahsyat menyebabkan korban selamat di Tacloban sangat membutuhkan makanan, air, dan tempat tinggal, dengan mayat-mayat bergelimpangan di jalan. Pemerintah menyatakan keadaan bencana nasional untuk mempercepat bantuan dan mengendalikan harga kebutuhan pokok."
26,"Wacana pencabutan pembekuan PSSI oleh pemerintah dikhawatirkan tidak berlanjut, karena ada perbedaan pendapat dalam menafsirkan batasan reformasi di tubuh PSSI sebagai syarat pencabutan sanksi tersebut.","PSSI dibekukan oleh Kemenpora pada April 2015 karena melanggar aturan pemerintah terkait kompetisi liga, dan hal ini berdampak pada prestasi sepak bola nasional. Presiden Joko Widodo akan mengirim utusan ke FIFA untuk menyelesaikan masalah pembekuan PSSI.","Kemenpora membekukan PSSI pada 2015 karena dianggap menyalahi aturan pemerintah. Pemerintah meminta PSSI melakukan reformasi yang mencakup kemungkinan KLB, namun PSSI menolak dan menyatakan telah melakukan perbaikan internal."
27,"Partai seperempat final Piala Eropa 2016 melawan Belgia pada hari Jumat 1 Juli akan menjadi pertandingan terbesar Wales sejak Piala Dunia 1958, menurut manajer Chris Coleman.","Manajer Coleman menyebut pertandingan perempat final Piala Eropa 2016 ini sebagai yang terbesar sejak tahun 1958, dan Wales berharap dapat mencapai semifinal melawan Portugal."," pertandingan antara Wales dan Belgia di perempat final Piala Eropa 2016 disebut sebagai pertandingan terbesar Wales sejak 1958. Wales akan menghadapi Belgia di perempat final Piala Eropa 2016, pertandingan yang dianggap sebagai pertandingan terbesar mereka sejak dikalahkan Brasil dalam Piala Dunia 1958."
28,"Orang-orang di seluruh dunia semakin dirundung amarah dan hidup dalam tekanan serta kekhawatiran, merujuk survei terbaru yang melibatkan 150 ribu orang dari 140 negara.","Indonesia berada di peringkat kelima dalam daftar laporan Gallup 2019 Global Emotions Report, dengan sepertiga warga dunia mengalami stres dan satu dari lima penduduk dunia diliputi kemarahan serta kesedihan mendalam. Chad adalah negara dengan penduduk tidak bahagia terbanyak, sementara Paraguay dan Panama adalah negara dengan penduduk paling bahagia.","Dalam Laporan Emosi Global Gallup 2019, Indonesia menempati posisi ke-5 sebagai negara dengan penduduk paling bahagia, di mana 71% warga merasa cukup bahagia. Sementara itu, Chad menjadi negara paling negatif dengan penduduk paling stres, cemas, dan sedih."
29,Aksi unjuk rasa berlangsung di Hungaria menentang keputusan pihak berwenang yang menutup stasiun kereta api internasional di Ibu Kota Budapest bagi pendatang.,"Para pengunjuk rasa mengangkat seorang anak untuk mengingatkan ancaman kematian yang mereka hadapi dan menuntut diizinkan masuk ke kereta api untuk menuju ke negara-negara Eropa lainnya. Pemerintah Hungaria menerapkan undang-undang Uni Eropa yang membuat migran harus mendaftar di negara pertama, sementara Yunani dituduh membiarkan pendatang memasuki Eropa tanpa proses pendaftaran.","Para pengunjuk rasa menuntut akses kereta api ke Eropa, menggunakan anak sebagai lambang ancaman yang dihadapi. Di tengah kontroversi mengenai penerapan Aturan Dublin, Yunani menghadapi peningkatan signifikan dalam jumlah pendatang yang tiba."
32,"Harga minyak mentah Brent turun pada tingkat terbaru US$52,27 per barel yang terendah sejak bulan Mei 2009.","Harga minyak dunia terus anjlok akibat kelebihan pasok dan lemahnya permintaan, dengan harga Brent turun 3% dan minyak Amerika Serikat turun di bawah US$50 per barel untuk pertama kalinya sejak 2009.","Harga minyak dunia terus merosot akibat kelebihan pasokan dan melemahnya permintaan, dengan Brent turun hingga 3% dan WTI turun di bawah US$50 per barel. Penurunan tersebut diperparah oleh pemotongan harga Arab Saudi di Eropa untuk mempertahankan pangsa pasar."
34,"Neymar mencetak gol kedua Brasil di menit-menit terakhir dalam laga melawan Kosta Rika di Piala Dunia 2018, tetapi yang menjadi sorotan bukanlah gol tersebut.","Neymar mencetak gol kedua Brasil dan melakukan aksi diving di dalam kotak penalti, yang menuai komentar dari pengguna media sosial. Setelah laga berakhir, Neymar menangis di tengah lapangan dan mengungkapkan kegembiraannya atas kemenangan timnya.","Neymar, pemain termahal dunia, dipuji sekaligus dicerca karena aksinya di lapangan, termasuk aksi diving dan tangisannya saat memenangkan laga.

Meskipun mencetak gol di menit akhir dan memperlihatkan keterampilannya, Neymar mendapat nilai rendah dari pengguna media sosial karena aksi divingnya yang dibatalkan VAR."
36,Manajer Newcastle United Alan Pardew mendedikasikan tur pramusim 'The Magpies' di Selandia Baru untuk dua suporter yang tewas dalam pesawat Malaysia Airlines MH17.,"Manajer Newcastle United, Alan Pardew, mengungkapkan kesedihan dan dukacita atas kematian dua penggemar setia klub tersebut, John Alder dan Liam Sweeney, yang tewas dalam kecelakaan pesawat MH17 di Ukraina timur. Para pemain Newcastle akan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan untuk mengenang mereka.","Tragedi MH17 menewaskan dua penggemar Newcastle United, John Alder dan Liam Sweeney, yang sedang dalam perjalanan ke Selandia Baru untuk menyaksikan turnamen pramusim klub. Para pemain Newcastle sangat terpukul dan akan mengenang mereka dengan mengenakan ikat lengan hitam dan mengheningkan cipta sebelum pertandingan."
37,Sidang Konvensi Perdagangan Internasional jenis-jenis hewan dan tumbuhan yang terancam punah (Cites) melarang ekspor gajah liar Afrika ke kebun binatang di seluruh dunia.,"Keputusan pelarangan perdagangan gajah yang diperketat di Genewa, Swiss, membatasi pengambilan gajah dari alam liar dan hanya diperbolehkan di ""fasilitas penangkaran"" dengan persetujuan komite anggota Cites. Zimbabwe dan Amerika Serikat sempat menentang keputusan tersebut karena khawatir akan variasi genetik di kebun binatang dan menganggap kebun binatang sebagai upaya konservasi satwa liar.","Perdagangan gajah semakin dibatasi, dengan larangan pengambilan dari alam liar dan pemindahan ke fasilitas penangkaran, kecuali dalam kondisi tertentu yang disetujui oleh Cites. Keputusan ini disambut baik oleh para pendukung konservasi hewan liar, termasuk Humane Society International."
38,Lagu Genjer-Genjer yang dinyanyikan oleh Lilis Suryani dan Bing Slamet dan populer pada 1950-an dan 1960-an kembali hangat dibicarakan setelah merebak dugaan penyebaran paham komunisme dalam beberapa pekan terakhir di Indonesia.,"Siti Hanani mencari ayah angkatnya yang hilang tanpa berhasil, sementara lagu Genjer-Genjer dianggap sebagai lagu milik PKI setelah peristiwa G30S.","Lagu ""Genjer-Genjer"" yang diciptakan Muhamad Arief pada tahun 1940-an dianggap sebagai lagu PKI setelah peristiwa G30S dan hingga kini masih dianggap sebagai simbol PKI oleh aparat keamanan.

Meski tidak ada kaitan dengan PKI, lagu tersebut menggambarkan penderitaan rakyat di zaman penjajahan Jepang dan sempat mengalami vakum pasca G30S karena adanya sentimen anti-PKI."
40,Sedikitnya 13 orang tewas setelah sebuah kapal memancing tabrakan dengan tanker dengan ukuran 336-ton dan terbalik di pantai Korea Selatan.,"Tujuh orang korban tabrakan kapal memancing di Korea Selatan dilarikan ke rumah sakit, sementara dua orang masih hilang dan upaya pencarian masih dilakukan.","Kapal penangkap ikan Seonchang-1 bertabrakan dengan kapal tanker dan terbalik, menyebabkan dua orang hilang dan tujuh dilarikan ke rumah sakit. Penjaga pantai sedang melakukan upaya pencarian dengan melibatkan helikopter dan kapal untuk menemukan korban yang tersisa."
41,Perusahaan Investasi Cina (CIC) tengah dalam perundingan dengan pemerintah Italia untuk kemungkinan membeli surat utang negeri itu.,"Kelompok buruh melakukan unjuk rasa menentang kebijakan penghematan anggaran Italia, sementara Cina menawarkan investasi dan pembelian surat utang untuk membantu mengatasi krisis utang Eropa.","Kelompok buruh Italia unjuk rasa menentang kebijakan penghematan anggaran, sementara Cina dan Italia membahas pembelian surat utang dan investasi di perusahaan strategis Italia. Respon pasar terhadap kabar ini beragam, karena beberapa pihak masih mempertanyakan dampaknya terhadap krisis utang Eropa yang sedang berlangsung."
42,"Saat anda berpikir mengenai pasien stroke ""tipikal"", anda langsung teringat pada seseorang yang berusia lanjut, kelebihan berat badan, malas berolahraga dan merokok.","Stroke dapat menyerang siapa saja, termasuk orang muda dan sehat. Faktor risiko seperti usia, gaya hidup, dan faktor genetik dapat meningkatkan peluang terkena stroke.","Stroke dapat terjadi pada siapa saja dari segala usia, termasuk orang muda yang aktif seperti Andrew Marr. Kelainan bawaan pada pembuluh darah dapat meningkatkan risiko stroke hemoragik pada orang muda."
44,Perserikatan Bangsa-Bangsa menyatakan siap ‘beraksi sesegera mungkin’ jika Presiden Sudan Selatan Salva Kiir tidak menandatangani kesepakatan perdamaian dengan pemberontak.,"Presiden Salva Kiir ragu untuk menandatangani kesepakatan damai yang akan mengakhiri konflik dengan Riek Machar, sementara pemimpin pemberontak tersebut telah menandatanganinya. Jika Kiir tidak menandatangani kesepakatan tersebut, PBB akan memberlakukan embargo senjata dan sanksi spesifik.","Konflik antara Presiden Kiir dan Machar di Sudan Selatan sejak 2013 berpotensi diperburuk jika Kiir tidak menandatangani kesepakatan damai, yang dapat memicu sanksi PBB. Kesepakatan damai tersebut menunjuk Machar sebagai wakil presiden jika Kiir memberikan persetujuannya."
46,"Perdana Menteri Inggris David Cameron, dalam pidatonya di Universitas Al Azhar, Jakarta, mengatakan ekstremis Islam jangan diberi kesempatan untuk menodai demokrasi yang sedang berlangsung dan menganiaya kelompok minoritas.","PM Inggris David Cameron memuji Indonesia yang dapat membuktikan bahwa agama dapat berjalan seiring dengan demokrasi, dan menegaskan bahwa praktek demokrasi di Indonesia dapat dijadikan contoh bagi negara-negara Arab yang sedang mengalami perubahan.","Perdana Menteri Inggris David Cameron menekankan bahaya ekstremisme yang membahayakan demokrasi, tetapi memuji Indonesia yang membuktikan bahwa agama, dalam hal ini Islam, dapat hidup berdampingan dengan demokrasi. Cameron memuji praktik demokrasi Indonesia sebagai contoh bagi negara-negara Arab yang sedang dalam transisi, dan menekankan komitmen Indonesia untuk menghormati hak-hak individu sebagai kunci melindungi minoritas."
47,"Pemerintah mengatakan serangan siber masih ditemukan di Indonesia pada Senin (15/05) dalam skala kecil, meski begitu pemerintah terus melakukan upaya mengatasi serangan siber.","Penyebaran ransomware WannaCry terjadi di berbagai negara, termasuk Indonesia. Namun, upaya sosialisasi dan penanganan yang dilakukan oleh Menteri Komunikasi dan Informatika, Rudiantara, membuat dampak serangan tersebut sangat minor di Indonesia.","Ransomware WannaCry menyerang perangkat komputer di Indonesia, termasuk Samsat dan beberapa perusahaan swasta, namun berhasil diatasi karena sosialisasi gencar pemerintah. Serangan WannaCry melemah di Indonesia berkat adanya perisai pembunuh yang melemahkan malware, sehingga menyadarkan masyarakat akan pentingnya keamanan siber."
48,"Dan Brown, penulis novel laris The Da Vinci Code, akan menerbitkan buku barunya bulan Mei mendatang.",Novel Dan Brown berjudul Inferno telah terjual jutaan kopi di seluruh dunia dan mengisahkan petualangan tokoh Robert Langdon di Italia yang terinspirasi oleh karya klasik penyair Italia Dante.,"Novel Inferno karya Dan Brown, yang terinspirasi oleh Inferno karya Dante, mengisahkan petualangan pakar simbol Robert Langdon di Florence, Italia, yang terkait dengan misteri sastra klasik.

Menggunakan teka-teki dan petunjuk dalam kampanye pemasaran, Inferno mengungkapkan judulnya yang terkait dengan Basilika Santa Maria di Florence, meneruskan tradisi pemasaran novel Brown sebelumnya yang laris terjual."
51,"Saham Panasonic melonjak 17% menjadi 692 yen di bursa saham Tokyo, setelah perusahaan pembuat TV dan perabot listrik itu kembali menghasilkan laba pada kuartal ketiga tahun lalu.","Panasonic melaporkan lonjakan keuntungan sebesar 61,3 miliar yen pada kuartal terakhir tahun lalu, berkat rendahnya nilai yen dan peningkatan penjualan. Meskipun demikian, perusahaan masih perlu mencari terobosan baru untuk tetap bertahan dalam persaingan pasar televisi yang ketat.","Meskipun Panasonic sebelumnya mengalami kerugian, namun kini telah membukukan keuntungan berkat melemahnya mata uang yen. Panasonic mengakui pentingnya berinovasi untuk dapat bersaing di pasar elektronik global yang ketat."
52,"Dua puluh enam orang pencari suaka yang terdampar di Indonesia mengatakan aparat Australia meledakkan kapal mereka di dekat Pulau Christmas dan mengirim mereka kembali ke perairan Indonesia dengan sekoci, kata seorang pejabat Indonesia.","Pada tahun 2013, kapal pencari suaka dihentikan di Tanjung Benoa, Bali, dan para pengungsi dari Pakistan, Bangladesh, Nepal, dan Iran ditampung di kantor imigrasi di Cilacap. Kapal tersebut dilengkapi dengan fasilitas seperti televisi, alat navigasi, baterai, dan makanan.","Pada tahun 2013, Basarnas menyelamatkan pengungsi dari sekoci yang terombang-ambing di lepas pantai Jawa Tengah setelah Angkatan Laut Indonesia menemukan mereka. Polisi menangkap tiga awak kapal Indonesia yang mengangkut pengungsi yang melarikan diri ketika diinterogasi."
53,Karya seni korban yang selamat dari bom atom Hiroshima pada 1945 akan dipamerkan di luar Jepang untuk pertama kalinya.,"Lukisan berjudul 'Rumah Sakit' karya Fumiko Ya akan dipamerkan di Manchester Art Gallery bulan depan sebagai kenangan korban bom atom yang dijatuhkan pada 6 Agustus 1945, dengan perkiraan korban mencapai lebih dari 135.000 jiwa.","Lukisan berjudul ""Rumah Sakit"" karya Fumiko Ya akan dipamerkan di Manchester Art Gallery bulan depan, menampilkan kenangan korban bom atom Hiroshima tahun 1945. Lukisan ini menggambarkan dampak mengerikan dari bom atom, yang diperkirakan menewaskan lebih dari 80.000 orang saat ledakan dan 135.000 lainnya akibat penyakit radiasi."
54,Kasus dugaan pemakaian nama Presiden Joko Widodo dan Wakil Presiden Jusuf Kalla oleh Ketua DPR Setya Novanto dianggap pengamat sebagai puncak gunung es dalam praktik percaloan yang dilakukan politisi di ranah pertambangan dan migas.,"Pegiat antikorupsi dari Indonesia Corruption Watch, Firdaus Ilyas, mengatakan bahwa praktik percaloan atau rente dalam perijinan tambang dan migas di Indonesia masih banyak terjadi, termasuk melibatkan pemegang kekuasaan tinggi seperti ketua DPR, Setya Novanto.","Maraknya praktik percaloan dan rente di industri pertambangan dan migas di Indonesia melibatkan aktor-aktor kuat, termasuk pemegang kekuasaan tinggi seperti Ketua DPR Setya Novanto yang diduga meminta jatah saham dan proyek dari PT Freeport Indonesia. Pegiat antikorupsi mendesak Mahkamah Kehormatan Dewan DPR untuk mengusut tuntas kasus ini dan bekerja secara adil tanpa pandang bulu."
55,"Masjid Ahmadiyah di Depok disegel Pemda, sejumlah kecil jamaah Ahmadiyah melakukan salat Jumat di pelataran, kendati didesak untuk tak melakukannya, dan mendapat ancaman.","Masjid Al-Hidayah milik Jemaat Ahmadiyah Sawangan disegel oleh Satpol PP Kota Depok karena adanya protes dari masyarakat tertentu, namun polisi membantah melarang salat Jumat dan hanya memastikan bahwa mereka tidak menggunakan masjid yang telah disegel.","Masjid Al-Hidayah milik Jemaat Ahmadiyah di Depok disegel oleh Satpol PP karena adanya protes dan ancaman massa, sementara polisi membantah melarang salat Jumat.
Ahmadiyah mempertanyakan penyegelan tersebut karena dinilai sebagai penutupan paksa yang tidak sesuai hukum, dan mereka akan terus berupaya berdialog dengan pihak terkait."
56,"Tes darah rutin dapat mendeteksi 86% kanker ovarium lebih awal sebelum masa dimana perempuan dapat didiagnosa memiliki sel kanker, menurut satu uji coba.","Hasil uji coba ini menunjukkan bahwa metode deteksi tes darah dapat mengubah metode pemeriksaan darah secara nasional untuk mendeteksi tumor ovarium. Namun, masih belum diketahui apakah hasil uji coba ini dapat menyelamatkan lebih banyak nyawa perempuan penderita kanker ovarium.","Hasil uji coba awal menunjukkan uji darah tahunan dapat mendeteksi 86% kanker ovarium pada tahap awal. Namun, masih belum diketahui apakah deteksi dini ini dapat meningkatkan tingkat kelangsungan hidup penderita kanker ovarium."
59,"Ketika Saadat Khan kembali ke rumahnya di desa di Utara Pakistan setelah melaksanakan umrah di Arab Saudi awal pekan ini, dia sambut dengan riuh rendah.","Penerapan jaga jarak sosial dan penggunaan masker medis menjadi hal yang biasa di Pakistan, namun negara ini menghadapi tantangan dalam menangani penyebaran virus corona karena kurangnya kapasitas pengujian dan sistem kesehatan yang buruk.","Pakistan menghadapi tantangan dalam menangani penyebaran virus corona karena kurangnya sistem kesehatan yang memadai dan kepadatan penduduk yang tinggi. Dengan kematian korban pertama akibat virus corona, Pakistan kini menerapkan tindakan pencegahan yang ketat, termasuk pembatasan perjalanan dan penutupan toko non-esensial."
60,Seorang lelaki yang terserang embolisme paru terselamatkan oleh mobil tanpa sopir yang membawanya ke rumah sakit.,Seorang pengacara bernama Joshua Neally mengalami rasa sakit yang menusuk-nusuk di perut dan dadanya saat mengendarai mobil Tesla Model X. Ia memutuskan untuk menggunakan mode kemudi otomatis untuk mencari rumah sakit dan berhasil sampai dengan selamat.,"Joshua Neally, yang mengalami rasa sakit dada dan perut, menggunakan mode autopilot Tesla untuk mengarahkannya ke rumah sakit, membuktikan utilitas fitur tersebut dalam situasi darurat.

Menurut Neally, autopilot Tesla dapat menyelamatkan nyawa jika pengemudi mengalami gangguan saat mengemudi, mencegah kecelakaan yang berpotensi berbahaya."
61,"TNI akan membeli sistem peluncur roket paling mutakhir dari produsen senjata Avibras yang bermarkas di Sao Jose dos Campos, terletak di negara bagian Sao Paulo Brazil, untuk mempersenjatai salah satu batalion khususnya.",TNI telah memesan 16 pesawat Tucano dan sekitar empat puluh unit kendaraan peluncur roket canggih dari Brazil dengan nilai antara US$400-800 juta.,"Kementerian Pertahanan Indonesia telah memesan 40 unit kendaraan peluncur roket canggih Astros II dari Avibras, Brasil, dengan nilai transaksi diperkirakan antara Rp3,8 hingga Rp7,6 triliun. Pembelian ini dilakukan di tengah ""kompetisi sengit"" dan diharapkan akan memperkuat hubungan kedua negara selama lebih dari 30 tahun."
64,Langkah presiden Joko Widodo yang menunda pengambilan keputusan tentang apakah akan mencabut atau meneruskan pencalonan Komjen Budi Gunawan sebagai Kepala Kepolisian Republik Indonesia menuai kecaman.,"Presiden Joko Widodo telah berkonsultasi dengan Kompolnas mengenai pengajuan nama Budi Gunawan sebagai calon Kapolri. Namun, langkah ini dianggap keliru oleh para pengamat dan dapat membawa Jokowi kepada masalah baru.",Presiden Jokowi berkonsultasi dengan Kompolnas sebelum mengambil keputusan pencalonan Budi Gunawan sebagai Kapolri namun dianggap langkah keliru yang dapat menimbulkan kerumitan. Para pengamat menyarankan Jokowi segera mencabut pencalonan Budi Gunawan yang telah ditetapkan tersangka oleh KPK untuk menghindari masalah hukum dan prosedural serta menjaga kepercayaan publik.
65,Polisi Pakistan mengatakan telah menghentikan pernikahan seorang gadis 10 tahun dengan seorang bocah lelaki 14 tahun yang dilangsungkan untuk mengakhiri sengketa dua keluarga.,"Pernikahan anak di Pakistan, termasuk pernikahan vani yang ilegal, masih sering terjadi sebagai cara menyelesaikan sengketa keluarga, terutama di kalangan minoritas Hindu. Meskipun ada upaya untuk menaikkan batas usia perkawinan, namun masih banyak kendala yang menghalangi implementasinya.","Pernikahan anak merupakan praktik ilegal yang umum di Pakistan, termasuk dalam kasus ""vani"" di mana perempuan dipaksa menikahi seseorang untuk menyelesaikan sengketa kriminal yang dilakukan saudaranya. Meski rancangan undang-undang untuk menaikkan usia perkawinan telah diajukan, namun di Pakistan dan Indonesia upaya tersebut mendapat penolakan."
67,"Tim SAR berencana menuju lokasi jatuhnya pesawat Trigana Air di Gunung Tangok, Kabupaten Pegunungan Bintang Papua, pada Senin (17/08), pukul 06.00 WIT.","Pesawat Trigana Air jatuh di Papua dan tim SAR, TNI, dan Polri sedang melakukan pencarian melalui udara karena lokasi jatuhnya pesawat yang sulit dijangkau.","Tim SAR, TNI, dan Polri bekerja sama mencari pesawat Trigana Air yang jatuh di Papua dengan fokus pada pencarian udara karena lokasi kejadian berada di kawasan pegunungan. Pesawat tersebut diperkirakan menabrak gunung setelah terakhir melakukan kontak dengan menara pengawas pada pukul 14.55 WIT."
69,PBB memanfaatkan gencatan senjata di Suriah untuk mengirimkan bantuan kepada penduduk yang tinggal di daerah Suriah yang dikepung.,"PBB berharap dapat membantu sekitar 1,7 juta orang di Suriah dengan mengirimkan bantuan kemanusiaan, meskipun terjadi beberapa pelanggaran gencatan senjata yang ditunggu-tunggu.","PBB berencana membantu 1,7 juta warga Suriah dengan pengiriman bantuan pertama yang akan menjangkau 150.000 orang di daerah yang terkepung dalam lima hari ke depan, meskipun ada laporan pelanggaran gencatan senjata."
71,"Pegiat lingkungan Aceh mendapatkan hadiah dari badan amal konservasi Inggris, Whitley, sebagai pengakuan dalam upayanya melindungi ekosistem Leuser.","Farwiza Farhan, salah satu penerima penghargaan Whitley Fund for Nature, mendapatkan hadiah sebesar £35.000 karena upayanya dalam mempertahankan kawasan hutan Leuser dan menggerakkan komunitas lokal untuk melawan pemerintah dan dewan perwakilan daerah yang menghapuskan kawasan tersebut dalam tata ruang Aceh.","Berkat upayanya melindungi hutan Leuser, Farwiza Farhan mendapat penghargaan Whitley Fund for Nature dari Putri Anne, disertai hadiah uang sebesar Rp670 juta. Farwiza melakukan gugatan warga negara terhadap pemerintah Aceh karena menghapus kawasan Leuser dalam tata ruang, sehingga ekosistem Leuser tetap terlindungi bagi generasi mendatang."
