q_idx,label,gpt_prediction,gemini_prediction,strategy,config,orig_gemini_prediction,orig_gpt_prediction,criteria
558,"El sapo de caña es una de las 100 especies invasoras más dañinas, según la Unión Internacional para la Naturaleza. Y ahora, la ciencia ha comenzado a entender en qué reside la imponente capacidad de expansión de este anfibio.","El sapo de caña, una especie invasora originaria de América Latina, se ha convertido en una plaga en Australia. En términos de montos, los préstamos para la industria petrolera y para otros propósitos, pero garantizados con petróleo, son más importantes aún que las adquicisiones directas"", indicó a BBC mundo el investigador de Gegi Amos Irwin. Estos sapos tienen patas más largas y fuertes, lo que les permite moverse rápidamente y colonizar nuevos territorios. Sin embargo, los científicos creen que esta ventaja evolutiva también puede debilitar su sistema inmunológico, lo que podría ser su punto débil. Un estudio ha demostrado que esta característica se transmite genéticamente a través de las generaciones.","El sapo de caña, introducido en Australia como control de plagas, ha evolucionado a ""superinvasores"" con patas más fuertes que se transmiten genéticamente. Este efecto, denominado ""efecto villa olímpica"", hace que las especies invasoras se vuelvan cada vez más eficientes en su expansión, aunque su sistema inmunológico puede estar comprometido.",1,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","El sapo de caña, introducido en Australia como control de plagas, ha evolucionado a ""superinvasores"" con patas más fuertes que se transmiten genéticamente. Este efecto, denominado ""efecto villa olímpica"", hace que las especies invasoras se vuelvan cada vez más eficientes en su expansión, aunque su sistema inmunológico puede estar comprometido.","El sapo de caña, una especie invasora originaria de América Latina, se ha convertido en una plaga en Australia. Estos sapos tienen patas más largas y fuertes, lo que les permite moverse rápidamente y colonizar nuevos territorios. Un estudio ha demostrado que esta característica se transmite genéticamente a través de las generaciones. Sin embargo, los científicos creen que esta ventaja evolutiva también puede debilitar su sistema inmunológico, lo que podría ser su punto débil.","['Fluency', 'Relevance']"
695,"Los obispos alemanes católicos planean continuar con una reforma propuesta para rehabilitar a fieles divorciados y casados en segundas nupcias pese a una advertencia del principal funcionario doctrinal del Vaticano, según un clérigo local.","El obispo de Stuttgart, Gebhard Fürst, anunció que los obispos alemanes tienen planeado aprobar reformas para readmitir a católicos divorciados y casados por segunda vez en la Iglesia. Esta es una preocupación urgente para el Papa Francisco, quien convocó a un sínodo especial de obispos para considerar esta reforma. Varios obispos alemanes rechazaron la posición del Vaticano y buscan aprobar nuevas directrices en marzo.","Los apruer reforma permitir que los vueltos casar puedan recibir la comunión, pesar de la oposición Vaticano. Rentería sufrió agravios raciales en dos partidos, lo que fue condenado por la Asociación Nacional de Fútbol Profesional (ANFP). ""Tengo muchos amigos chilenos que me han apoyado, al igual que mis compañeros, y no pienso que todo Chile es racista"", señaló.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 15}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 50}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}","Los obispos alemanes aprueban reformas para permitir que los católicos divorciados y vueltos a casar puedan recibir la comunión, a pesar de la oposición del Vaticano.","El obispo de Stuttgart, Gebhard Fürst, anunció que los obispos alemanes tienen planeado aprobar reformas para readmitir a católicos divorciados y casados por segunda vez en la Iglesia. Esta es una preocupación urgente para el Papa Francisco, quien convocó a un sínodo especial de obispos para considerar esta reforma. Varios obispos alemanes rechazaron la posición del Vaticano y buscan aprobar nuevas directrices en marzo.","['Coherence', 'Relevance', 'Fluency']"
430,Es considerado como un club exclusivo que reúne a los países de mayor desarrollo en el mundo. Y este viernes Costa Rica se convirtió en el primer estado de América Central al que le abren sus puertas.,"Costa Rica ha sido invitada a unirse a la Organización para la Cooperación y el Desarrollo Económico (OCDE) como miembro pleno. Después de un largo proceso de cinco años, Costa Rica ha cumplido con los estándares y buenas prácticas institucionales requeridos por la OCDE. Como miembro, el país podrá participar en comités y grupos de trabajo para abordar desafíos sociales, medioambientales y económicos, así como desarrollar estándares de políticas públicas. Estuvo conectado a tanques de oxígeno durante la mayor parte del viaje y apenas durmió. Una aventura ""aterradora"" Konyukhov despegó desde Australia y sobrevoló Nueva Zelanda, el océano Pacífico, América del Sur, el cabo de Buena Esperanza y el océano Antártico. Costa Rica se convierte en el cuarto país de América Latina en unirse a la OCDE, después de México, Chile y Colombia.","Costa Rica fue invitada a unirse a la OCDE, convirtiéndose en el cuarto país latinoamericano en formar parte de la organización. Tras un proceso de cinco años, Costa Rica cumplió con los estándares de la OCDE y podrá participar en comités que abordan desafíos sociales, ambientales y económicos globales.",1,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}","Costa Rica fue invitada a unirse a la OCDE, convirtiéndose en el cuarto país latinoamericano en formar parte de la organización. Tras un proceso de cinco años, Costa Rica cumplió con los estándares de la OCDE y podrá participar en comités que abordan desafíos sociales, ambientales y económicos globales.","Costa Rica ha sido invitada a unirse a la Organización para la Cooperación y el Desarrollo Económico (OCDE) como miembro pleno. Después de un largo proceso de cinco años, Costa Rica ha cumplido con los estándares y buenas prácticas institucionales requeridos por la OCDE. Como miembro, el país podrá participar en comités y grupos de trabajo para abordar desafíos sociales, medioambientales y económicos, así como desarrollar estándares de políticas públicas. Costa Rica se convierte en el cuarto país de América Latina en unirse a la OCDE, después de México, Chile y Colombia.",['Relevance']
98,"Cientos de miles de personas protestaron este domingo en Hong Kong contra una legislación que, según sus críticos, podría ser utilizada por China contra los opositores políticos de Pekín en ese territorio.","Más de un millón personas se manifestar en Hong Kong en contra de un polémico proyecto de ley de extradición permitir el traslado de supuestos criminal a Reino Unido Continental para enjuiciar. Al final de la marchar esta fue la marcha más grande desde que China cedió el territorio a Reino Unido 1997, sin embargo que las autoridades calcular el número de participantes en 24,000. Los dos ataques se produjeron de manera simultanea en dos zonas de las ciudad. El equipo de críquet de Bangladesh se encontraba en Nueva Zelanda disputando una serie contra la selección anfitriona. Los organizadores afirmar, hubo enfrentamiento entre manifestante ni la policía. Los críticos de la temen esto contribuya a la erosión la independencia judicial Hong Kong.","Mas de un millón de personas protestaron en Hong Kong contra una polémica ley de extradición a China continental.  La ley permitiría el traslado de supuestos criminales a China para ser juzgados, lo que preocupa a muchos por el sistema judicial chino.  La policía reprimió a algunos manifestantes que intentaron ingresar a la sede del Consejo Legislativo.  El gobierno de Hong Kong argumenta que la ley tiene salvaguardas, pero los críticos temen que erosione la independencia judicial de la ciudad.  Muchos manifestantes consideran que la ley pone en peligro el futuro de Hong Kong.
",1,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 30}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 4}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}","Mas de un millón de personas protestaron en Hong Kong contra una polémica ley de extradición a China continental.  La ley permitiría el traslado de supuestos criminales a China para ser juzgados, lo que preocupa a muchos por el sistema judicial chino.  La policía reprimió a algunos manifestantes que intentaron ingresar a la sede del Consejo Legislativo.  El gobierno de Hong Kong argumenta que la ley tiene salvaguardas, pero los críticos temen que erosione la independencia judicial de la ciudad.  Muchos manifestantes consideran que la ley pone en peligro el futuro de Hong Kong.
","Más de un millón de personas se manifestaron en Hong Kong en contra de un polémico proyecto de ley de extradición que permitiría el traslado de supuestos criminales a China Continental para ser enjuiciados. Los organizadores afirman que esta fue la marcha más grande desde que Reino Unido cedió el territorio a China en 1997, mientras que las autoridades calculan el número de participantes en 24,000. Al final de la marcha, hubo enfrentamientos entre manifestantes y la policía. Los críticos de la legislación temen que esto contribuya a la erosión de la independencia judicial de Hong Kong.","['Coherence', 'Consistency', 'Relevance']"
499,"Imágenes satelitales apuntan a que Corea del Norte comenzó a desmantelar unas instalaciones de prueba de motores de misiles consideradas clave en el desarrollo de su programa de misiles balísticos, según publicó este lunes un grupo de análisis estadounidense.","Corea del Norte ha desmantelado instalaciones en su sitio de lanzamiento de satélites Sohae, lo que representa un importante paso hacia la desnuclearización según un informe de 38 North. Estados Unidos sospecha que este sitio se ha utilizado para probar misiles balísticos. En la cumbre entre Kim Jong-un y Donald Trump en junio, se acordó destruir un sitio de prueba de motores de misiles, que se cree que es Sohae. Aunque el acuerdo fue criticado por la falta de detalles, Trump ha expresado su satisfacción por el progreso en las relaciones con Corea del Norte.","Corea del Norte desmantela instalaciones en Sohae, posiblemente para pruebas de misiles balísticos, en cumplimiento del compromiso asumido con Trump en la cumbre de junio.",0,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 37}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",,,
528,"""Mido 1,70 m. , peso unos 20 kilos y en este punto ningún hospital quiere aceptarme. Hay un hospital de la otra costa que puede ayudarme y no tengo muchas posibilidades. Necesito su ayuda"".","La actriz estadounidense Rachael Farrokh ha logrado recaudar más de US$100.000 para su tratamiento contra la anorexia nerviosa. Después de pedir ayuda en internet, ha recibido más de US$115.000 en menos de un mes. Farrokh, que ha sufrido de anorexia durante diez años, ha pasado de pesar 56 kilos a solo 20. Su esposo ha sido fundamental en el lanzamiento de la campaña ""Rachael's Road to Recovery"". Farrokh espera recuperarse para volver a actuar y ayudar a otros con su experiencia.","Hambre y falta de atención médica Desde el año 2015, la isla de Lesbos se ha convertido en el hogar de miles de migrantes y muchos de ellos lamentan que no se les brinde una acogida más digna a los más pequeños. Rachael Farrokh, a Her severe anorexia, successfully raised over $115,000 through a crowdfunding campaign to fund her treatment. 37-year-old actress suffering from husband, Rod Edmondson, initiated the campaign due to Rachael's reluctance to seek help. She now weighs only after return to acting for over a decade. Farrokh plans to use the funds to receive treatment at a specialized on the east coast. Y ahora tenemos tres clases, más de 1.000 estudiantes y más de 20 maestros"", dice. 37-year-old actress suffering from ultimar tú goal is to recover, struggling with the eating disorder, and help other struggling with similar issues.",2,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 11}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 41}, 'should_replace_conjunctions': {'enabled': True, 'number': 2}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}","Rachael Farrokh, a 37-year-old actress suffering from severe anorexia, successfully raised over $115,000 through a crowdfunding campaign to fund her treatment.  Her husband, Rod Edmondson, initiated the campaign due to Rachael's reluctance to seek help.  She now weighs only 20 kilos after struggling with the eating disorder for over a decade.  Farrokh plans to use the funds to receive treatment at a specialized hospital on the east coast.  Her ultimate goal is to recover, return to acting, and help others struggling with similar issues.
","La actriz estadounidense Rachael Farrokh ha logrado recaudar más de US$100.000 para su tratamiento contra la anorexia nerviosa. Después de pedir ayuda en internet, ha recibido más de US$115.000 en menos de un mes. Farrokh, que ha sufrido de anorexia durante diez años, ha pasado de pesar 56 kilos a solo 20. Su esposo ha sido fundamental en el lanzamiento de la campaña ""Rachael's Road to Recovery"". Farrokh espera recuperarse para volver a actuar y ayudar a otros con su experiencia.","['Coherence', 'Consistency', 'Relevance']"
256,"La Unión Europea aprobó un plan para reubicar a 120.000 refugiados llegados desde Oriente Medio a lo largo de los dos próximos años, con la objeción de Hungría, República Checa, Eslovaquia y Rumanía.","Los ministros del Interior de la Unión Europea se reunieron en Bruselas para aprobar el plan de redistribución de migrantes. Finlandia se abstuvo en la votación. El acuerdo inicial sufrió modificaciones en las sanciones por incumplimiento y las cláusulas de abandono. Los países de la UE acogerán a los refugiados a través de un sistema de cuotas, comenzando este año con 66,000 personas y el resto en 2016. A pesar de la oposición de algunos países del Este, también tendrán que acoger a un número de refugiados asignado.","Los ministros del Interior de la UE aprobaron un plan para redistribuir 120,000 refugiados desde Italia, Grecia y Hungría.  El acuerdo, alcanzado en Bruselas, incluye un sistema de cuotas y se implementará en dos fases.  Finlandia se abstuvo en la votación, pero el plan se aprobó a pesar de la oposición inicial de algunos países del Este.  Alemania se encuentra entre los países que acogerán al mayor número de refugiados.  El acuerdo modifica una propuesta anterior e incluye sanciones por incumplimiento.
",0,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 36}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",,,
417,Es probable que haya una canción favorita o un ritmo que te acompaña cuando sales a correr o visitas un gimnasio.,"Escuchar música mientras se hace ejercicio ayuda a aumentar el rendimiento y hacer el esfuerzo más placentero. La música es especialmente beneficiosa en ejercicios y deportes que se basan en mantener un ritmo, ya que ayuda a mantener el ritmo y enviar señales al cerebro sobre cuándo moverse. Imaginar un movimiento también produce beneficios similares a practicarlo físicamente, ya que fortalece la conexión entre el cerebro y los músculos. La música no solo nos ayuda a comenzar la actividad física, sino que también nos mantiene en movimiento hasta el final.","Escuchar música mejora el rendimiento deportivo y hace el ejercicio más placentero. En 2015, el Papa designó a Scicluna como líder del equipo doctrinal que se encarga de las denuncias presentadas contra religiosos acusados de abuso dentro de la Congregación para la Doctrina de la Fe. El sumo pontífice fue criticado por las víctimas de abusos sexuales cometidos por miembros de la Iglesia católica en Chile por su defensa de Juan Barros, obispo de la sureña ciudad de Osorno, quien fue acusado de haber encubierto los crímenes del sacerdote Fernando Karadima. La corteza motora suplementaria del cerebro, clave en la planificación y sincronización de movimientos, se beneficia del ritmo musical. El psicólogo Tom Stafford explica que imaginar un movimiento fortalece las señales enviadas del cerebro a los músculos, similar al efecto de la música. Ejercicios rítmicos como correr o remar se potencian con la música, ya que ayuda a iniciar y mantener el ritmo. Previamente Francisco había descrito a esas acusaciones contra Barros como ""una calumnia"". La música no solo inicia el movimiento, sino que ayuda a mantenerlo durante todo el ejercicio.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}","Escuchar música mejora el rendimiento deportivo y hace el ejercicio más placentero.  El psicólogo Tom Stafford explica que imaginar un movimiento fortalece las señales enviadas del cerebro a los músculos, similar al efecto de la música.  La corteza motora suplementaria del cerebro, clave en la planificación y sincronización de movimientos, se beneficia del ritmo musical.  Ejercicios rítmicos como correr o remar se potencian con la música, ya que ayuda a iniciar y mantener el ritmo.  La música no solo inicia el movimiento, sino que ayuda a mantenerlo durante todo el ejercicio.
","Escuchar música mientras se hace ejercicio ayuda a aumentar el rendimiento y hacer el esfuerzo más placentero. La música es especialmente beneficiosa en ejercicios y deportes que se basan en mantener un ritmo, ya que ayuda a mantener el ritmo y enviar señales al cerebro sobre cuándo moverse. Imaginar un movimiento también produce beneficios similares a practicarlo físicamente, ya que fortalece la conexión entre el cerebro y los músculos. La música no solo nos ayuda a comenzar la actividad física, sino que también nos mantiene en movimiento hasta el final.","['Relevance', 'Fluency']"
744,"Sentada en un rincón, acumulando polvo y a veces resistiendo los cambios en la intensidad de la corriente eléctrica, aguantando tus insultos -y en ocasiones hasta tus golpes- cuando algo no sale bien, tu computadora es un amigo fiel que da todo y pide poco.","El mantenimiento adecuado de una computadora es crucial para prolongar su vida útil. Algunos errores comunes incluyen usar productos inadecuados para limpiarla, permitir que se acumule el polvo, obstruir las entradas de aire, conectarla directamente a la fuente de energía y no realizar una limpieza interna adecuada. Es importante mantener un equilibrio entre eliminar archivos y programas innecesarios y no excederse en la limpieza, ya que esto puede llevar a la eliminación de archivos importantes.","El mal mantenimiento de las computadoras puede reducir su vida útil. Error común: limpiar la pantalla con productos inadecuados, dejar acumular polvo, obstruir las entradas de aire, conectarse directamente a la fuente de alimentación, almacenar archivos innecesarios o realizar una limpieza excesiva. Para prolongar la vida útil, utilizar un paño de microfibra para limpiar, eliminar el polvo con aire comprimido, garantizar una ventilación adecuada, utilizar un sistema de alimentación ininterrumpida y mantener el orden en el equipo.",0,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 38}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",,,
66,"Finlandia, conocida por contar con uno de los mejores sistemas educativos del mundo, prepara un cambio radical con el que espera mejorar la calidad de sus escuelas: la abolición de las distintas materias.","Finlandia implementar nuevo método aprendizaje llamado phenomenon learning, en cual los alumno participar activamente en proyecto temáticos abarcar diferentes. Este enfoque buscar fomentar el pensamiento transdisciplinario y preparar a los estudiante para futuro, aunque también ha recibir crítica y se advertir sobre la posibilidad malinterpretar el éxito sistema educativo finlandés.","Finlandia implementa el ""aprendizaje por fenómenos"", un método que fomenta el pensamiento transdisciplinario y el aprendizaje activo en los estudiantes. Este enfoque convierte a los alumnos en investigadores que planifican y evalúan su propio proceso de aprendizaje.",1,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 8}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 49}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","Finlandia implementa el ""aprendizaje por fenómenos"", un método que fomenta el pensamiento transdisciplinario y el aprendizaje activo en los estudiantes. Este enfoque convierte a los alumnos en investigadores que planifican y evalúan su propio proceso de aprendizaje.","Finlandia implementará un nuevo método de aprendizaje llamado phenomenon learning, en el cual los alumnos participarán activamente en proyectos temáticos que abarcarán diferentes materias. Este enfoque busca fomentar el pensamiento transdisciplinario y preparar a los estudiantes para el futuro, aunque también ha recibido críticas y se advierte sobre la posibilidad de malinterpretar el éxito del sistema educativo finlandés.",['Coherence']
380,"""Es la única amiga por la que faltaría a clases"", escribió Malala Yousafzai en su cuenta de Twitter sobre el primer encuentro con la adolescente ambientalista Greta Thunberg.","Yousafzai conoció a Malala Greta Malala Yousafzai en la Universidad de Oxford. Malala Yousafzai visitó el campus para conocer a Greta Malala Yousafzai, a quien considera su ejemplo a seguir. Durante su visita, Malala Yousafzai conversó con los estudiantes sobre ciencia, votar y los límites de la protesta. Malala Yousafzai se ha convertido en una voz líder en la lucha contra el cambio climático, mientras que Greta Malala Yousafzai es conocida por su defensa de los derechos humanos y su lucha por la educación de las niñas. La reunión entre las dos activistas fue descrita como fantástica y recibió elogios en las redes sociales.","Greta Thunberg y Malala Yousafzai, dos reconocidas activistas, se encontraron en la Universidad de Oxford.  Thunberg visitó el campus para ver a Yousafzai, a quien admira.  La reunión generó reacciones positivas en redes sociales, donde fueron descritas como ""leyendas"" e ""inspiración"".  Sin embargo, también hubo críticas, con algunos usuarios minimizando las contribuciones de Thunberg al activismo.  Yousafzai estudia en Oxford tras sobrevivir a un ataque del Talibán en 2012 por defender la educación de las niñas.
",1,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 5}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","Greta Thunberg y Malala Yousafzai, dos reconocidas activistas, se encontraron en la Universidad de Oxford.  Thunberg visitó el campus para ver a Yousafzai, a quien admira.  La reunión generó reacciones positivas en redes sociales, donde fueron descritas como ""leyendas"" e ""inspiración"".  Sin embargo, también hubo críticas, con algunos usuarios minimizando las contribuciones de Thunberg al activismo.  Yousafzai estudia en Oxford tras sobrevivir a un ataque del Talibán en 2012 por defender la educación de las niñas.
","Greta Thunberg conoció a Malala Yousafzai en la Universidad de Oxford. Thunberg visitó el campus para conocer a Yousafzai, a quien considera su ejemplo a seguir. Durante su visita, Thunberg conversó con los estudiantes sobre ciencia, votar y los límites de la protesta. La reunión entre las dos activistas fue descrita como fantástica y recibió elogios en las redes sociales. Thunberg se ha convertido en una voz líder en la lucha contra el cambio climático, mientras que Yousafzai es conocida por su defensa de los derechos humanos y su lucha por la educación de las niñas.","['Consistency', 'Fluency']"
429,"El rey Juan Carlos I de España anunció el lunes su decisión de abdicar en favor de su hijo, el príncipe Felipe.",El rey de España abdicará en favor de su hijo Felipe de Borbón. Se llevará a cabo un proceso de sucesión que incluye la aprobación de una Ley Orgánica y la convocatoria de una reunión conjunta del Congreso y el Senado para proclamar y juramentar al nuevo rey. La infanta Leonor pasará a ser princesa de Asturias y heredera al trono.,"El rey Felipe abdicar a Juan Carlos I España, quien se convertirá sin ""vacío poder"". había convocado para la tarde del martes a la propuesta artística ""El susurro de Tatlin #6"" con la que aspiraba que los cubanos se expresaran en el marco del anuncio del restablecimiento de relaciones entre Cuba y Estados Unidos. El proceso legal implicar la aprobación de una ley orgánica por Consejo de Ministros, el refrendo del presidente del gobierno hasta la lectura la aceptación la abdicación por las Asturias. La sucesión se convertir en princesa de Cortes Generales (heredera al trono), antes de que o nacer un hijo varón de Juan Carlos I España, este pasaría a ser el heredero. La infanta Leonor se producir en momento la abdicación.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 38}, 'should_replace_conjunctions': {'enabled': True, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","El rey Juan Carlos I de España abdicará a favor de su hijo Felipe, quien se convertirá en rey sin ""vacío de poder"". El proceso legal implica la aprobación de una ley orgánica por el Consejo de Ministros, el refrendo del presidente del gobierno y la lectura de la aceptación de la abdicación por las Cortes Generales. La sucesión se producirá en el momento de la abdicación. La infanta Leonor se convertirá en princesa de Asturias (heredera al trono), pero si nace un hijo varón de Felipe, este pasaría a ser el heredero.",El rey de España abdicará en favor de su hijo Felipe de Borbón. Se llevará a cabo un proceso de sucesión que incluye la aprobación de una Ley Orgánica y la convocatoria de una reunión conjunta del Congreso y el Senado para proclamar y juramentar al nuevo rey. La infanta Leonor pasará a ser princesa de Asturias y heredera al trono.,"['Relevance', 'Consistency', 'Coherence', 'Fluency']"
20,"Muchas personas con anorexia o bulimia a menudo usan Instagram para compartir experiencias y ""fórmulas"" para adelgazar, usando hashtags (etiquetas) para hacer más accesible el contenido.","Sin embargo, algunos término que promocionan la bulimiar todavía pueden buscar él hasta la plataforma sugiere opciones alternativas. Instagram ha añadir populares relacionados trastorno alimenticios a su lista de bloqueadas ha agregado advertencia sobre el peligro de acceder ciertos contenido. Aunque Instagram trabaja restringir este tipo de actividad, algunos argumentar que eliminar contenido no solucionar problema o que es importante ofrecer ayuda facilitar la recuperación.","Las redes sociales pueden ser dañinas para personas con trastornos alimenticios, a pesar de los esfuerzos de Instagram para restringir contenido dañino mediante advertencias y listas de hashtags bloqueados.",1,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 9}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 43}, 'should_replace_conjunctions': {'enabled': True, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}","Las redes sociales pueden ser dañinas para personas con trastornos alimenticios, a pesar de los esfuerzos de Instagram para restringir contenido dañino mediante advertencias y listas de hashtags bloqueados.","Instagram ha añadido hashtags populares relacionados con trastornos alimenticios a su lista de etiquetas bloqueadas y ha agregado advertencias sobre el peligro de acceder a ciertos contenidos. Sin embargo, algunos términos que promocionan la bulimia todavía pueden buscarse y la plataforma sugiere opciones alternativas. Aunque Instagram trabaja para restringir este tipo de actividades, algunos argumentan que eliminar el contenido no solucionará el problema y que es importante ofrecer ayuda y facilitar la recuperación.","['Consistency', 'Coherence', 'Fluency']"
249,El fútbol sudamericano ha dado los dos más grandes jugadores que hayan pisado el planeta Tierra.,"Messi, Pelé, Maradona y otros grandes futbolistas no han podido ganar la Copa América. Aunque Messi aún tiene opciones, no fue incluido en la selección de los mejores jugadores sudamericanos que no ganaron el torneo.","Maradona todavía tener la oportunidad de ganar la copa, en caso de que tiempo se le acabar. Varios futbolista, incluir Pelé, Messi cuando Maradona, no han ganar la Copa América, campeonato de de Sudamérica. Final de Quizás también te interese De acuerdo a Parly, ""audaces operaciones"" de las tropas habían dado ""golpes severos a los grupos terroristas"" en las últimas semanas.",2,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': True, 'number': 44}, 'should_replace_conjunctions': {'enabled': True, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}","Varios grandes futbolistas, incluidos Pelé, Maradona y Messi, no han ganado la Copa América, el campeonato de fútbol de Sudamérica. Messi todavía tiene la oportunidad de ganar la copa, pero el tiempo se le acaba.","Messi, Pelé, Maradona y otros grandes futbolistas no han podido ganar la Copa América. Aunque Messi aún tiene opciones, no fue incluido en la selección de los mejores jugadores sudamericanos que no ganaron el torneo.","['Consistency', 'Fluency', 'Relevance', 'Coherence']"
