gemini_prediction,orig_gemini_prediction,gpt_prediction,orig_gpt_prediction,label,q_idx,config,strategy,criteria
脱北するも騙され性労働に、女性2人の逃亡劇 報告書には、北朝鮮・清津出身の女性の話として、以下の内容が記されている。 香港 の 西湾 河 で デ モ 参加者 が 警官 に 近距 離 か ら 胸部 を 撃 た れ 重体 と っ た フ ェ イ ス ブ ッ ク に 投稿 さ れ た 動画 に は 警官 砲 す る 様 子 が 映 っ て お り そ の 後 も 1 が 発 砲 さ れ た 香港 デ で 警官 が 弾 を 発 砲 す る の は 2 発0 月 に 入 っ て か ら 少 な く と も 3 回目 と る は 発 砲 を 認 負傷者 は 2 発 と し て い る 現場 で は に 2 カ で 警官 拳銃 を 抜 い こ の 日 は ゼ ネ ス ト が 呼 び か ら れ 各地 で 道路 封鎖 や 警官 隊 と の 衝突 が 発 生 し,"香港の西湾河で、デモ参加者が警官に至近距離から胸部を撃たれ重体となった。フェイスブックに投稿された動画には、警官が発砲する様子が映っており、その後も2発が発砲された。警察は発砲を認め、負傷者は1人としているが、現場では他に2カ所で警官が拳銃を抜いた。香港デモで警官が実弾を発砲するのは、10月に入ってから少なくとも3回目となる。この日はゼネストが呼びかけられ、各地で道路封鎖や警官隊との衝突が発生した。
",香港でデモ参加者が警官に撃たれる事件が発生し、その様子がフェイスブックで配信された。警察官は男性ともみ合っていたが、別の男性が近づくと至近距離から発砲し、男性は重傷を負った。警察はこの日、他の場所でも拳銃を抜き出して手にする場面があったことを明らかにした。これで警察官がデモ参加者に実弾を発砲したのは3回目となる。また、中国政府支持の男性もデモ参加者に火をつけられ、重傷を負った。デモは道路封鎖や衝突が多く、香港中心部でも催涙ガス弾が発射された。,香港でデモ参加者が警官に撃たれる事件が発生し、その様子がフェイスブックで配信された。警察官は男性ともみ合っていたが、別の男性が近づくと至近距離から発砲し、男性は重傷を負った。警察はこの日、他の場所でも拳銃を抜き出して手にする場面があったことを明らかにした。これで警察官がデモ参加者に実弾を発砲したのは3回目となる。また、中国政府支持の男性もデモ参加者に火をつけられ、重傷を負った。デモは道路封鎖や衝突が多く、香港中心部でも催涙ガス弾が発射された。,民主化を求める抗議活動が続く香港で11日午前、警察官が少なくともデモ参加者1人に向け実弾を発砲した。,356,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 39}, 'should_replace_conjunctions': {'enabled': False, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",2,"['Coherence', 'Fluency', 'Consistency', 'Relevance']"
"ハワイ州は、サンゴ礁への悪影響を懸念し、オキシベンゾンとオクチノキサートを含む日焼け止めの販売を禁止する法案を可決した。施行は2021年からで、知事の承認待ちとなっている。賛成派は、サンゴ礁や海洋生態系の保護、人間の健康への配慮を理由に挙げ、世界初の試みだと主張する。反対派は、皮膚がん予防効果の高い日焼け止めの代替品がないこと、サンゴへの影響の科学的根拠が不十分であることを指摘している。日焼け止め禁止の効果については専門家の間でも意見が分かれており、他の環境問題への対策も重要だとする声もある。
","ハワイ州は、サンゴ礁への悪影響を懸念し、オキシベンゾンとオクチノキサートを含む日焼け止めの販売を禁止する法案を可決した。施行は2021年からで、知事の承認待ちとなっている。賛成派は、サンゴ礁や海洋生態系の保護、人間の健康への配慮を理由に挙げ、世界初の試みだと主張する。反対派は、皮膚がん予防効果の高い日焼け止めの代替品がないこと、サンゴへの影響の科学的根拠が不十分であることを指摘している。日焼け止め禁止の効果については専門家の間でも意見が分かれており、他の環境問題への対策も重要だとする声もある。
",個人的には彼はひどく不公正な扱いを受けていると思うので、ぜひそうなってほしい」と発言。 ハ ワ で は ワ 医療 協会 ン ゾ ン と オ ク チ ノ キ ー ト を 含 む 処 方 せ ん 不要 の 日 焼 け 止 め の 販 売 が 禁止 さ れ る 予定 で あ こ れ ら の 化学 物質 は も 流通 し て い る 日 焼 け 止 め 製 品 に 含 ま れ て お り ハ ワ イ サ ン ゴ 礁 や 海洋 生態系 に 悪 影響 ぼ す と さ れ て い る 法案 は 2021 年 か ら 施行 さ れ る 予定 で 民主党 の デ ビ ッ ド ・ イ ゲ 州 知事 の 承認 っ て い る 科学 の 意見 は 分 か れ て お り 日 焼 け 止 め 禁止 が ゴ 礁 の 保護 に ど れ ほ ど 効 果 が あ る か は 確 証 が い と さ れ て い る ハ ワ イ 問題 事務局 や 環境 保護 団 体 は こ の 法案 を 支持 て お り 一方 で 現地 の 企業 や ハ オ キ シ ベ は 反 対 し て い る,ハワイでは、オキシベンゾンとオクチノキサートを含む処方せん不要の日焼け止めの販売が禁止される予定である。これらの化学物質は最も流通している日焼け止め製品に含まれており、ハワイのサンゴ礁や海洋生態系に悪影響を及ぼすとされている。法案は2021年から施行される予定で、民主党のデイビッド・イゲ州知事の承認を待っている。ハワイ人問題事務局や環境保護団体はこの法案を支持しており、一方で現地の企業やハワイ医療協会は反対している。科学者の意見は分かれており、日焼け止め禁止がサンゴ礁の保護にどれほど効果があるかは確証がないとされている。,米ハワイ州は1日、サンゴ礁に有害な化学物質を含む日焼け止めの販売を禁止する法案を可決した。施行されれば、米国の州として初の試みとなる。,304,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 38}, 'should_replace_conjunctions': {'enabled': False, 'number': 3}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",1,"['Fluency', 'Relevance', 'Coherence', 'Consistency']"
"インド最高裁は、同性間の性行為を禁じる刑法377条を違憲と判断し、撤廃しました。この法律は157年前の植民地時代に制定され、違反者には禁錮刑が科せられていました。長年LGBTコミュニティはこの法律の撤廃を求めて戦い、今回の判決は大きな勝利となりました。  性的少数者を排除してきた歴史に対する謝罪が必要だとする判事の発言もありました。ただし、この判決は同性婚や相続に関する権利には言及しておらず、今後の影響は未知数です。
",,インドの最高裁判所は、同性間の性行為を違法とする刑法第377条を撤廃する判決を下した。この法律は、植民地時代から存在しており、同性愛者やトランスジェンダーのコミュニティーにとっては差別的なものであった。判決はLGBTコミュニティーにとって大きな勝利となり、活動家たちは喜びを示した。ただし、判決は同性婚や同性間の相続に関する権利には触れておらず、社会の態度の変化にはまだ時間がかかるとされている。しかし、この判決によってLGBTコミュニティーの尊厳が回復されたと言える。,,インドの最高裁判所は6日、同性同士の性行為を違法としない判決を下した。,475,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 42}, 'should_replace_conjunctions': {'enabled': False, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 9}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
映画芸術科学アカデミーは、ハービー・ワインスティーン氏による性的嫌がらせ疑惑について激しい嫌悪感を示し、行動を協議することを発表した。ワインスティーン氏は数十本の映画でアカデミー賞を受賞しており、英国映画テレビ芸術アカデミーも会員資格を停止している。著名な女優たちもワインスティーン氏を非難し、彼自身は疑惑を否定している。ニューヨーク市警は2004年の疑惑について捜査しているが、詳細は明らかにしていない。,映画芸術科学アカデミーは、ハービー・ワインスティーン氏による性的嫌がらせ疑惑について激しい嫌悪感を示し、行動を協議することを発表した。ワインスティーン氏は数十本の映画でアカデミー賞を受賞しており、英国映画テレビ芸術アカデミーも会員資格を停止している。著名な女優たちもワインスティーン氏を非難し、彼自身は疑惑を否定している。ニューヨーク市警は2004年の疑惑について捜査しているが、詳細は明らかにしていない。,映画芸術科学アカデミーは、ハービー・ワインスティーン氏による性的嫌がらせ疑惑について激しい嫌悪感を示し、行動を協議することを発表した。ワインスティーン氏は数十本の映画でアカデミー賞を受賞しており、英国映画テレビ芸術アカデミーも会員資格を停止している。著名な女優たちもワインスティーン氏を非難し、彼自身は疑惑を否定している。ニューヨーク市警は2004年の疑惑について捜査しているが、詳細は明らかにしていない。,映画芸術科学アカデミーは、ハービー・ワインスティーン氏による性的嫌がらせ疑惑について激しい嫌悪感を示し、行動を協議することを発表した。ワインスティーン氏は数十本の映画でアカデミー賞を受賞しており、英国映画テレビ芸術アカデミーも会員資格を停止している。著名な女優たちもワインスティーン氏を非難し、彼自身は疑惑を否定している。ニューヨーク市警は2004年の疑惑について捜査しているが、詳細は明らかにしていない。,米ハリウッドの大物映画プロデューサー、ハービー・ワインスティーン氏（65）に性的嫌がらせを受けたとして多数の女性が訴え出ている問題をめぐり、米アカデミー賞を主催する映画芸術科学アカデミーは11日、緊急会議を14日に開くと発表した。,447,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 47}, 'should_replace_conjunctions': {'enabled': False, 'number': 2}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",1,"['Fluency', 'Coherence']"
モスル西部ではISとイラク軍の攻防が続いており、イラク軍はヘリコプターなどを使って攻撃を展開している。米政府はモスルでの空爆について調査中であり、情報が錯綜している。イラク軍は市民が犠牲になったのはISの仕掛けた爆弾のせいだと主張している。米中央軍司令本部も空爆による民間人の死亡を認め、正式な調査を開始すると表明した。,,モスル西部ではISとイラク軍の攻防が続いており、イラク軍はヘリコプターなどを使って攻撃を展開している。米政府はモスルでの空爆について調査中であり、情報が錯綜している。イラク軍は市民が犠牲になったのはISの仕掛けた爆弾のせいだと主張している。米中央軍司令本部も空爆による民間人の死亡を認め、正式な調査を開始すると表明した。,,イラク北部モスルで多数の市民が爆撃の犠牲になったとの報告に国連などが懸念を示している問題で、米軍主導の有志連合による17日の空爆が原因とする情報にイラク軍は、過激派勢力のいわゆる「イスラム国」（IS）が仕掛けた爆弾が原因だと反論している。,521,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 31}, 'should_replace_conjunctions': {'enabled': False, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"ロンドン中心部で、人種差別反対デモに対抗する極右グループと警察が衝突し、多数の逮捕者が出た。極右グループはイギリスの歴史的建造物などを守るためと主張し、戦没者追悼碑やチャーチル元首相の像周辺に集結した。彼らは「イングランド」と叫びながら警官隊と衝突、発炎筒などを投げつけた。また、テロで殉職した警官の慰霊碑に立小便をする人物もおり、内相が非難した。これに対し、反人種差別デモ参加者たちは平和的デモを継続しつつも、極右グループとの衝突を避けるため、週末の大規模デモ行進への不参加を呼びかけた。
",,ロンドン中心部で行われた人種差別反対デモでは、極右のデモ参加者が警察と衝突し、警官6人が軽傷を負った。デモ参加者はイギリスの歴史や銅像を守るために集まったが、一部は暴力を振るい、警察に攻撃を加えた。一方、ロンドンや他の都市では人種差別に反対する平和的なデモも続いている。ロンドン警視庁は暴力を抑制するために措置を取っており、政治家も暴力を非難している。また、反人種差別デモは他の都市でも行われ、一部では対立するグループとの衝突も発生している。,,ロンドンでは13日、人種差別に反対するデモやそれに対抗するデモが行われ、当局の制止にもかかわらず大勢が集った。一部では暴力沙汰に発展し、警官が殴る蹴るなどの危害を加えられる場面もあった。,236,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 12}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 47}, 'should_replace_conjunctions': {'enabled': False, 'number': 6}, 'should_replace_ner': {'enabled': True, 'number': 7}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 1}}",0,
"下院はトランプ大統領の弾劾調査を進める決議案を可決した。決議案は今後の調査の進め方を定めるもので、公開証言聴取などが盛り込まれた。民主党はトランプ氏がウクライナ大統領にバイデン前副大統領の捜査を要求した疑惑を追及している。共和党はこの決議案に反対し、民主党による魔女狩りだと批判している。モリソン前NSC高官は電話会談で違法性を感じなかったと証言したものの、バイデン氏捜査への言及は認めた。
",,野党民主党が下院で弾劾調査を進める決議案を可決した。これにより、弾劾調査はよりオープンに進行し、トランプ氏や弁護士の権利も明確化される。民主党は、トランプ氏がウクライナの大統領との電話会談でバイデン氏の捜査を求め、軍事支援を提案した疑いがあると主張している。決議案は賛成232、反対196で可決されたが、民主党議員2人が反対した。下院情報委員会は公聴会を開催し、司法委員会に報告書を提出することができる。トランプ氏や共和党は強く反発している。,,アメリカのドナルド・トランプ大統領のウクライナ疑惑について調べている議会下院は31日、大統領の弾劾調査を正式に進める決議案を可決した。,649,"{'should_shuffle': True, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"ジョンソン首相は12月12日の解散総選挙実施を目指し、28日に動議を提出する意向。首相はEUからの離脱期限延期要請は認められると見ているが、自身は望んでいないと強調し、早期の総選挙実施で協定案の承認を得たい考え。野党・労働党のコービン党首は、「合意なし離脱」の可能性が排除されない限り、総選挙実施を支持しない構え。EUは25日にも延期要請の可否を決定する見込みだが、週明けにずれ込む可能性もある。解散総選挙については各党の思惑が交錯しており、保守党内にも懸念の声がある。
",,イギリスの首相ボリス・ジョンソンは、EU離脱のための総選挙を求める動議を提出する意向を示した。しかし、最大野党の労働党は、合意なしブレグジットが選択肢に含まれる限り、解散には賛成しないとしている。ジョンソン首相は、EUに離脱期限延期の要請をしており、EUは25日に要請の可否を決める予定だ。与党の保守党は28日にも解散総選挙を求める動議を提出する予定であるが、選挙を行うためには下院で3分の2以上の支持が必要となる。ジョンソン首相は、合意のある状態でEUを離脱するためには解散総選挙が必要だと主張している。,,イギリスのボリス・ジョンソン首相は24日、BBCの取材に対し、下院が12月12日の解散総選挙で合意すれば、10月31日の欧州連合（EU）離脱を延期し、協定案について十分な審議期間を与えると話した。,325,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 3}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
1. ミ ャ ン マ ー で テ ィ ン ・ チ ョ ー 新大 統領 が 就任 し 国民 へ の 忠 誠 を 宣誓 し ま し た 新政 権 で は NLD が 閣僚 の 大多数 を 占 め ま す が 軍 も 国防 や 内務 な ど の 重要 閣僚 を 担 っ て い ま す 7」変異株は、アメリカの新規感染報告での割合が9日ごとに2倍に増えているという。,"ミャンマーでティン・チョー新大統領が就任し、国民への忠誠を宣誓しました。
新政権では、NLDが閣僚の大多数を占めますが、軍も国防や内務などの重要閣僚を担っています。",ミャンマー国会でティン・チョー新大統領が宣誓式に臨み、国民に忠実であることを宣言しました。閣僚の大半はNLDに所属しており、スー・チー氏も外交や大統領府などを担当することになりました。しかし、軍も一部閣僚を指名しており、憲法改正には軍の支持が必要です。ティン・セイン現大統領は5年間の任期中にミャンマーの改革を推し進め、ティン・チョー氏に座を譲ります。ミャンマーは国際社会の注目を浴びる存在になり、経済成長や民主化が進んでいます。ティン・チョー氏はスー・チー氏の側近であり、穏やかで忠実な人物と評価されています。,ミャンマー国会でティン・チョー新大統領が宣誓式に臨み、国民に忠実であることを宣言しました。閣僚の大半はNLDに所属しており、スー・チー氏も外交や大統領府などを担当することになりました。しかし、軍も一部閣僚を指名しており、憲法改正には軍の支持が必要です。ティン・セイン現大統領は5年間の任期中にミャンマーの改革を推し進め、ティン・チョー氏に座を譲ります。ミャンマーは国際社会の注目を浴びる存在になり、経済成長や民主化が進んでいます。ティン・チョー氏はスー・チー氏の側近であり、穏やかで忠実な人物と評価されています。,ミャンマー国会で30日、ティン・チョー新大統領（69）の就任式が行われた。ティン・チョー氏は民主化運動を率いてきたアウン・サン・スー・チー氏の側近で、昨年11月の総選挙で大勝した国民民主連盟（NLD）の幹部。同国で半世紀以上ぶりに文民政権が発足する。,69,"{'should_shuffle': False, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': False, 'number': 0}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,['Relevance']
しかし今でもアラビア語やロシア語、ポーランド語、ヴェトナム語などのニュースメディアに、同じような記事が掲載されている。 ネ タ ニ ヤ フ 首相 国内外 の ビ ジ ネ ス マ 2 か ら 高 価 な 贈 り 物 受 け 取 っ た 汚 職 疑惑 で エ ル ム の 首 相公 邸 で 事情 聴 を 受 け た 首相 約 3 時間 に わ り 聴 取 を 受 け 数千 ド ル 相当 適切 な 贈 り 物 を 受 け 取 っ た と さ れ て い る ネ タ ニ ヤ フ 首相 は 疑惑 を 否定 無 実 を 主張 も き な い と 述 べ た 過去 も タ ニ 夫妻 は 汚 職 疑惑 で 捜 査 対 象 と な っ た が 訴追 に は っ て い な い 首相 は 党 議員 ら に 対 し 疑惑 報道 は 空 騒 ぎ だ と し 政 権 運 営 を 継 続 す る 意思 を 示 し た 英サザンプトン大学の世界人口プロジェクトは2月初め、新型コロナウイルスが発生した武漢の市民についての調査を発表。,"ネタニヤフ首相は、国内外のビジネスマン2人から高価な贈り物を受け取った汚職疑惑で、エルサレムの首相公邸で事情聴取を受けた。首相は約3時間にわたり聴取を受け、数千ドル相当の「不適切な贈り物」を受け取ったとされている。ネタニヤフ首相は疑惑を否定し、無実を主張、「何も起きない」と述べた。首相は与党議員らに対し、疑惑報道は空騒ぎだとし、政権運営を継続する意思を示した。過去にもネタニヤフ首相夫妻は汚職疑惑で捜査対象となったが、訴追には至っていない。
",イスラエルのネタニヤフ首相は、汚職疑惑についてエルサレムの首相公邸で事情を聴かれた。メディアによると、首相は国内外のビジネスマンから高価な贈り物を受け取った疑惑があると報じられている。捜査当局は公邸に到着する前に首相は無実を主張し、党首として率いる与党の議員たちにも報道について言及した。ネタニヤフ氏は以前から汚職疑惑にさらされており、これまで訴追には至っていない。,イスラエルのネタニヤフ首相は、汚職疑惑についてエルサレムの首相公邸で事情を聴かれた。メディアによると、首相は国内外のビジネスマンから高価な贈り物を受け取った疑惑があると報じられている。捜査当局は公邸に到着する前に首相は無実を主張し、党首として率いる与党の議員たちにも報道について言及した。ネタニヤフ氏は以前から汚職疑惑にさらされており、これまで訴追には至っていない。,イスラエル警察は2日、汚職疑惑をめぐりベンヤミン・ネタニヤフ首相にエルサレムの公邸で事情聴取した。法務省関係者によると、首相は「経済界の関係者たちから贈り物を受けた」という指摘について質問されたという。,476,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 15}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 45}, 'should_replace_conjunctions': {'enabled': False, 'number': 5}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",2,"['Relevance', 'Coherence', 'Consistency', 'Fluency']"
"下院は共和党のグリーン議員を教育委員会と予算委員会から除名した。グリーン議員は過去に、9.11同時多発テロや学校での銃乱射事件を「でっちあげ」と発言したり、陰謀論「Qアノン」を支持するなど問題発言を繰り返していた。除名決議前には過去の言動を「残念」としたものの謝罪はせず、陰謀論に傾倒した理由を説明した。民主党は共和党が極端な陰謀論者を受け入れていると批判し、共和党は報復を示唆した。グリーン議員は審議で過去の言動は自身を表すものではないと主張したが、人種差別的、扇動的な発言には触れなかった。
",,米連邦議会で、共和党のグリーン下院議員が教育委員会と予算委員会から除名されることが決まった。これは異例の措置であり、共和党からも11人が賛成した。グリーン議員は過去に陰謀論や人種差別的な発言をしており、Qアノンという陰謀論の信奉者としても知られている。彼女は自身の発言について弁明し、過去の発言は「動揺」から生まれたものだと主張した。民主党は彼女の除名を追及する動きもあるが、共和党は報復措置をとると反発している。,,米連邦議会の下院は4日、共和党のマージョリー・テイラーグリーン下院議員（46、ジョージア州選出）を、陰謀論の拡散や扇動的発言を理由に2つの委員会から除名する処分を可決した。グリーン議員は民主党関係者に対する暴力を支持してきた。,503,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 8}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
"カタルーニャ州セグリア地区で新型コロナウイルス感染者が急増し、21万人の住民に対し移動制限措置が再開された。同地区のリェイダには仮設病院が設置され、感染拡大防止に努めている。スペイン全体では25万人以上の感染が確認されており、夏の観光シーズン開始による更なる感染拡大が懸念される。セグリア地区では10人以上の集会が禁止され、介護施設では特別な対策が取られる。豪メルボルンでも集合住宅で集団感染が発生し、3000人に外出禁止令が出された。
",,ベイルートで起きた爆発により、158人が死亡し、約6000人が負傷し、30万人が家を失いました。市民らは政府の怠慢を非難し、デモを行いました。デモ参加者と警官隊の間で衝突があり、警官1人が死亡しました。デモ参加者は外務省などの建物を占拠し、政府に対する怒りを表しました。軍がデモ参加者を排除し、首相は早期選挙を示唆しました。国連はレバノンの食料不足やコロナウイルスの流行に対応できない状況に警告しています。,,スペイン北東部カタルーニャ自治州政府は4日、新型コロナウイルスの感染拡大を受けて一部地域でロックダウン（都市封鎖）を再開した。豪メルボルンでも集合住宅で集団感染が確認され、住民に外出禁止令が出るなど、世界各地で新たな感染を抑える動きが始まっている。,117,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 14}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 40}, 'should_replace_conjunctions': {'enabled': False, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 3}}",0,
"近藤麻理恵氏が、ときめきをテーマにしたオンラインストアをオープンしました。  ウェブサイトでは、アロマキャンドルやトートバッグなど、100以上のアイテムが販売されています。  ストア開設に対し、ソーシャルメディアでは批判的な意見も見られます。  近藤氏は、読者からの質問がきっかけでストアを始めたと説明し、消費を促す意図はないと強調しています。  彼女は、本当にときめく物に囲まれて暮らすことが重要だと述べています。
",,片づけの魔法の著者である近藤麻理恵氏がオンラインストアを開設した。ウェブサイトには100以上の「ときめき」アイテムがあり、アロマキャンドルや花束を持ち歩くトートバッグなどが販売されている。一部の人々はストア開設に疑問を持っているが、近藤氏は消費を奨励しているわけではなく、ときめくアイテムに囲まれることが大切だと述べている。近藤氏の片付け本は数百万部を売り上げ、世界的にも有名になっている。彼女は楽天との提携も発表しており、ショップ開設の着想は読者からの質問によるものだと話している。,,日本の片づけコンサルタントの近藤麻理恵氏が17日、アメリカでオンラインショップを開設した。近藤氏はオンラインショップ開設に当たり、「片付けは物を捨てることではない」と説明している。,394,"{'should_shuffle': False, 'should_remove_sentence': False, 'should_remove_random_words': {'enabled': False, 'number': 0}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 0}, 'should_replace_conjunctions': {'enabled': False, 'number': 0}, 'should_replace_ner': {'enabled': True, 'number': 10}, 'should_random_sentence_from_another_paper': {'enabled': False, 'number': 0}}",0,
"カブールの軍事大学付近で爆発と銃撃が発生し、アフガン兵10人が負傷、武装集団5人のうち3人が死亡、1人が逮捕されました。武装集団は最初のゲート突破に失敗し、現場からはAK47、自爆チョッキなどが押収されました。ISが犯行声明を出しており、最近のアフガニスタンにおけるセーブ・ザ・チルドレン事務所襲撃もISの犯行でした。一方、最近の救急車自爆テロとホテル襲撃はタリバンが犯行声明を出しています。
","カブールの軍事大学付近で爆発と銃撃が発生し、アフガン兵10人が負傷、武装集団5人のうち3人が死亡、1人が逮捕されました。武装集団は最初のゲート突破に失敗し、現場からはAK47、自爆チョッキなどが押収されました。ISが犯行声明を出しており、最近のアフガニスタンにおけるセーブ・ザ・チルドレン事務所襲撃もISの犯行でした。一方、最近の救急車自爆テロとホテル襲撃はタリバンが犯行声明を出しています。
",ア フ ガ ニ ス タ ン の カ ブ ー ル に あ る 軍事 学校 攻 撃 さ れ 武装 集 団 が 現場 に 突入 し ま し た 攻 撃 は 午前 時 に 始 ま り ア フ ニ ス タ ン 兵 10 負傷0 負傷 し ま し た 武装 集 の う ち 2 が 自爆 2 が 治安 当局 に よ っ て 殺害 さ れ 10 負傷 が 逮捕 さ れ ま し た 襲 犯 は 最初 ゲ ー ト 突破 で き な か っ と 報道 さ れ て い ま す 自動 小銃 や 自爆 チ ョ ッ キ ロ ケ ッ ト ラ ン チ ャ ー ど が 押 収 さ れ ま し た IS と タ リ バ ン が そ れ ぞ れ 犯行 声明 を 出 し て お り フ ガ ニ ス ン で は 治安 の 悪 化 が 続 い て い ま す 実にシンプルな話だ……少なくとも一連のブレグジットの流れの中では。 一部の離脱派は、準備さえしっかりすれば合意なしブレグジットは良いことだと考えている。,アフガニスタンのカブールにある軍事学校が攻撃され、武装集団が現場に突入しました。攻撃は午前5時に始まり、アフガニスタン兵10人が負傷しました。武装集団のうち2人が自爆し、2人が治安当局によって殺害され、1人が逮捕されました。自動小銃や自爆チョッキ、ロケットランチャーなどが押収されました。襲撃犯は最初のゲートを突破できなかったと報道されています。ISとタリバンがそれぞれ犯行声明を出しており、アフガニスタンでは治安の悪化が続いています。,アフガニスタンの首都カブールで28日午前、武装集団が国防大学近くの軍事基地を襲撃し、少なくとも兵士5人を殺害した。カブール中心部では27日に、救急車を使った自爆テロで100人以上が死亡したばかり。,621,"{'should_shuffle': True, 'should_remove_sentence': True, 'should_remove_random_words': {'enabled': True, 'number': 13}, 'should_replace_words_with_lemma_form': {'enabled': False, 'number': 35}, 'should_replace_conjunctions': {'enabled': False, 'number': 4}, 'should_replace_ner': {'enabled': True, 'number': 6}, 'should_random_sentence_from_another_paper': {'enabled': True, 'number': 2}}",1,"['Relevance', 'Coherence', 'Consistency', 'Fluency']"
